seed,method,method_code,scenario,scenario_code,cases,unique_top1,mrr,tie_rate
45,tolerant_deterministic,M1,date_variation,P2,100,0.530000000000,0.771380952381,0.440000000000
45,tolerant_deterministic,M1,description_variation,P5,100,0.660000000000,0.830000000000,0.340000000000
45,tolerant_deterministic,M1,entity_variation,P4,100,0.660000000000,0.830000000000,0.340000000000
45,tolerant_deterministic,M1,missing_information,P6,100,0.330000000000,0.665000000000,0.670000000000
45,tolerant_deterministic,M1,natural_variation,P0,100,0.660000000000,0.830000000000,0.340000000000
45,tolerant_deterministic,M1,reference_variation,P3,100,0.340000000000,0.670000000000,0.660000000000
46,character_trigram_text,M3,amount_variation,P1,100,0.810000000000,0.902500000000,0.000000000000
46,character_trigram_text,M3,combined_variation,P7,100,0.690000000000,0.830000000000,0.030000000000
46,character_trigram_text,M3,date_variation,P2,100,0.670000000000,0.812666666667,0.050000000000
46,character_trigram_text,M3,description_variation,P5,100,0.840000000000,0.910833333333,0.000000000000
46,character_trigram_text,M3,entity_variation,P4,100,0.810000000000,0.900833333333,0.000000000000
46,character_trigram_text,M3,missing_information,P6,100,0.570000000000,0.785500000000,0.070000000000
46,character_trigram_text,M3,natural_variation,P0,100,0.810000000000,0.902500000000,0.000000000000
46,character_trigram_text,M3,reference_variation,P3,100,0.790000000000,0.890833333333,0.000000000000
46,field_aware,M4,amount_variation,P1,100,0.850000000000,0.920833333333,0.000000000000
46,field_aware,M4,combined_variation,P7,100,0.780000000000,0.875000000000,0.030000000000
46,field_aware,M4,date_variation,P2,100,0.800000000000,0.878500000000,0.050000000000
46,field_aware,M4,description_variation,P5,100,0.900000000000,0.940833333333,0.000000000000
46,field_aware,M4,entity_variation,P4,100,0.850000000000,0.920833333333,0.000000000000
46,field_aware,M4,missing_information,P6,100,0.650000000000,0.828833333333,0.070000000000
46,field_aware,M4,natural_variation,P0,100,0.850000000000,0.920833333333,0.000000000000
46,field_aware,M4,reference_variation,P3,100,0.780000000000,0.882500000000,0.000000000000
46,field_aware_without_description,M4-D,amount_variation,P1,100,0.790000000000,0.915333333333,0.140000000000
46,field_aware_without_description,M4-D,combined_variation,P7,100,0.720000000000,0.856238095238,0.110000000000
46,field_aware_without_description,M4-D,date_variation,P2,100,0.750000000000,0.861650793651,0.120000000000
46,field_aware_without_description,M4-D,description_variation,P5,100,0.790000000000,0.915333333333,0.140000000000
46,field_aware_without_description,M4-D,entity_variation,P4,100,0.790000000000,0.915333333333,0.140000000000
46,field_aware_without_description,M4-D,missing_information,P6,100,0.570000000000,0.821333333333,0.260000000000
46,field_aware_without_description,M4-D,natural_variation,P0,100,0.790000000000,0.915333333333,0.140000000000
46,field_aware_without_description,M4-D,reference_variation,P3,100,0.740000000000,0.890333333333,0.140000000000
46,jaro_winkler_text,M2,amount_variation,P1,100,0.700000000000,0.839166666667,0.000000000000
46,jaro_winkler_text,M2,combined_variation,P7,100,0.530000000000,0.735707070707,0.020000000000
46,jaro_winkler_text,M2,date_variation,P2,100,0.470000000000,0.692857142857,0.060000000000
46,jaro_winkler_text,M2,description_variation,P5,100,0.710000000000,0.848333333333,0.000000000000
46,jaro_winkler_text,M2,entity_variation,P4,100,0.700000000000,0.839166666667,0.000000000000
46,jaro_winkler_text,M2,missing_information,P6,100,0.530000000000,0.750023809524,0.060000000000
46,jaro_winkler_text,M2,natural_variation,P0,100,0.700000000000,0.839166666667,0.000000000000
46,jaro_winkler_text,M2,reference_variation,P3,100,0.700000000000,0.839166666667,0.000000000000
46,normalized_exact,M0,amount_variation,P1,100,0.540000000000,0.771969696970,0.440000000000
46,normalized_exact,M0,combined_variation,P7,100,0.480000000000,0.703272727273,0.470000000000
46,normalized_exact,M0,date_variation,P2,100,0.640000000000,0.792000000000,0.320000000000
46,normalized_exact,M0,description_variation,P5,100,0.560000000000,0.812000000000,0.430000000000
46,normalized_exact,M0,entity_variation,P4,100,0.560000000000,0.812000000000,0.430000000000
46,normalized_exact,M0,missing_information,P6,100,0.300000000000,0.675333333333,0.620000000000
46,normalized_exact,M0,natural_variation,P0,100,0.560000000000,0.812000000000,0.430000000000
46,normalized_exact,M0,reference_variation,P3,100,0.310000000000,0.682666666667,0.630000000000
46,tolerant_deterministic,M1,amount_variation,P1,100,0.670000000000,0.829333333333,0.330000000000
46,tolerant_deterministic,M1,combined_variation,P7,100,0.480000000000,0.726889110889,0.490000000000
46,tolerant_deterministic,M1,date_variation,P2,100,0.630000000000,0.800666666667,0.350000000000
46,tolerant_deterministic,M1,description_variation,P5,100,0.670000000000,0.835000000000,0.330000000000
46,tolerant_deterministic,M1,entity_variation,P4,100,0.670000000000,0.835000000000,0.330000000000
46,tolerant_deterministic,M1,missing_information,P6,100,0.340000000000,0.670000000000,0.660000000000
46,tolerant_deterministic,M1,natural_variation,P0,100,0.670000000000,0.835000000000,0.330000000000
46,tolerant_deterministic,M1,reference_variation,P3,100,0.370000000000,0.685000000000,0.630000000000
